学生76	信息与通信工程学院	信息工程	2019200076	13922220076	2019200076@bupt.com	1	2019200076	1	111015			
学生77	信息与通信工程学院	信息工程	2019200077	13922220077	2019200077@bupt.com	0	2019200077	1	111015			
学生78	信息与通信工程学院	信息工程	2019200078	13922220078	2019200078@bupt.com	1	2019200078	1	111015			
学生79	信息与通信工程学院	信息工程	2019200079	13922220079	2019200079@bupt.com	0	2019200079	1	111015			
学生80	信息与通信工程学院	信息工程	2019200080	13922220080	2019200080@bupt.com	1	2019200080	1	111015			
学生81	信息与通信工程学院	信息工程	2019200081	13922220081	2019200081@bupt.com	0	2019200081	1	111015			
学生82	信息与通信工程学院	信息工程	2019200082	13922220082	2019200082@bupt.com	1	2019200082	1	111015			
学生83	信息与通信工程学院	信息工程	2019200083	13922220083	2019200083@bupt.com	0	2019200083	1	111015			
学生84	信息与通信工程学院	信息工程	2019200084	13922220084	2019200084@bupt.com	1	2019200084	1	111015			
学生85	信息与通信工程学院	信息工程	2019200085	13922220085	2019200085@bupt.com	0	2019200085	1	111015			
学生86	信息与通信工程学院	信息工程	2019200086	13922220086	2019200086@bupt.com	1	2019200086	1	111015			
学生87	信息与通信工程学院	信息工程	2019200087	13922220087	2019200087@bupt.com	0	2019200087	1	111015			
学生88	信息与通信工程学院	信息工程	2019200088	13922220088	2019200088@bupt.com	1	2019200088	1	111015			
学生89	信息与通信工程学院	信息工程	2019200089	13922220089	2019200089@bupt.com	0	2019200089	1	111015			
学生90	信息与通信工程学院	通信工程	2019200090	13922220090	2019200090@bupt.com	1	2019200090	1	111015			
学生91	信息与通信工程学院	通信工程	2019200091	13922220091	2019200091@bupt.com	0	2019200091	1	111015			
学生92	信息与通信工程学院	通信工程	2019200092	13922220092	2019200092@bupt.com	1	2019200092	1	111015			
学生93	信息与通信工程学院	通信工程	2019200093	13922220093	2019200093@bupt.com	0	2019200093	1	111015			
学生94	信息与通信工程学院	通信工程	2019200094	13922220094	2019200094@bupt.com	1	2019200094	1	111015			
学生95	信息与通信工程学院	通信工程	2019200095	13922220095	2019200095@bupt.com	0	2019200095	1	111015			
学生96	信息与通信工程学院	通信工程	2019200096	13922220096	2019200096@bupt.com	1	2019200096	1	111015			
学生97	信息与通信工程学院	通信工程	2019200097	13922220097	2019200097@bupt.com	0	2019200097	1	111015			
学生98	信息与通信工程学院	通信工程	2019200098	13922220098	2019200098@bupt.com	1	2019200098	1	111015			
学生99	信息与通信工程学院	通信工程	2019200099	13922220099	2019200099@bupt.com	0	2019200099	1	111015			
学生100	信息与通信工程学院	通信工程	2019200100	13922220100	2019200100@bupt.com	1	2019200100	1	111015			
学生101	电子工程学院	电子科学与工程	2019200101	13922220101	2019200101@bupt.com	0	2019200101	1	111001			
学生102	电子工程学院	电子科学与工程	2019200102	13922220102	2019200102@bupt.com	1	2019200102	1	111001			
学生103	电子工程学院	电子科学与工程	2019200103	13922220103	2019200103@bupt.com	0	2019200103	1	111001			
学生104	电子工程学院	电子科学与工程	2019200104	13922220104	2019200104@bupt.com	1	2019200104	1	111001			
学生105	电子工程学院	电子科学与工程	2019200105	13922220105	2019200105@bupt.com	0	2019200105	1	111001			
学生106	电子工程学院	电子科学与工程	2019200106	13922220106	2019200106@bupt.com	1	2019200106	1	111001			
学生107	电子工程学院	电子科学与工程	2019200107	13922220107	2019200107@bupt.com	0	2019200107	1	111001			
学生108	电子工程学院	电子科学与工程	2019200108	13922220108	2019200108@bupt.com	1	2019200108	1	111001			
学生109	电子工程学院	电子科学与工程	2019200109	13922220109	2019200109@bupt.com	0	2019200109	1	111001			
学生110	电子工程学院	电子科学与工程	2019200110	13922220110	2019200110@bupt.com	1	2019200110	1	111001			
